Name	Length	Accession	GI
Mycobacterium sp. 10-1377 RNA polymerase	710	JF437543.1	344995095
Mycobacterium fortuitum strain ATCC 6841	751	JF346874.1	343407456
Mycobacterium abscessus ATCC 19977 RNA	742	JF346872.1	343407452
Mycobacterium kansasii ATCC 12478 RNA	750	HQ880687.1	321172107
Mycobacterium sp. DSM 3803 DNA-directed	3860	GQ850588.1	259559668
Mycobacterium immunogenum strain CIP 106684	3821	AY262739.1	34595750
Mycobacterium porcinum strain CIP 105392	3902	AY262737.1	34595746
Mycobacterium goodii strain ATCC 700504	3929	AY262736.1	34595744
Mycobacterium smegmatis strain ATCC 19420	3926	AY262735.1	34595742
Mycobacterium fortuitum strain ATCC 49403T	3906	AY147173.1	34391564
Mycobacterium fortuitum strain ATCC 49404T	3914	AY147172.1	34391562
Mycobacterium mageritense strain CIP 104973T	3855	AY147169.1	34391556
Mycobacterium septicum strain ATCC 700731T	3868	AY147167.1	34391552
Mycobacterium fortuitum strain CIP 104534T	4405	AY147165.1	34391548
Mycobacterium wolinskyi strain ATCC 700010	3839	AY262743.2	116488417
Mycobacterium lepromatosis strain FJ924 RNA	3596	EU203594.2	190149255
Mycobacterium smegmatis rpoB gene for	3701	AJ605718.1	38174792
Mycobacterium tuberculosis strain UKR100 RpoB	1577	MG995115.1	1373737508
Mycobacterium tuberculosis strain UKR99 RpoB	1577	MG995114.1	1373737506
Mycobacterium tuberculosis strain UKR98 RpoB	1577	MG995113.1	1373737504
Mycobacterium tuberculosis strain UKR97 RpoB	1577	MG995112.1	1373737502
Mycobacterium tuberculosis strain UKR96 RpoB	1577	MG995111.1	1373737500
Mycobacterium tuberculosis strain UKR95 RpoB	1577	MG995110.1	1373737498
Mycobacterium tuberculosis strain UKR94 RpoB	1577	MG995109.1	1373737496
Mycobacterium tuberculosis strain UKR91 RpoB	1577	MG995108.1	1373737494
Mycobacterium tuberculosis strain UKR88 RpoB	1577	MG995107.1	1373737492
Mycobacterium tuberculosis strain UKR87 RpoB	1577	MG995106.1	1373737490
Mycobacterium tuberculosis strain UKR86 RpoB	1577	MG995105.1	1373737488
Mycobacterium tuberculosis strain UKR85 RpoB	1577	MG995104.1	1373737486
Mycobacterium tuberculosis strain UKR84 RpoB	1577	MG995103.1	1373737484
Mycobacterium tuberculosis strain UKR79 RpoB	1577	MG995102.1	1373737482
Mycobacterium tuberculosis strain UKR78 RpoB	1577	MG995101.1	1373737480
Mycobacterium tuberculosis strain UKR77 RpoB	1577	MG995100.1	1373737478
Mycobacterium tuberculosis strain UKR76 RpoB	1577	MG995099.1	1373737476
Mycobacterium tuberculosis strain UKR75 RpoB	1577	MG995098.1	1373737474
Mycobacterium tuberculosis strain UKR74 RpoB	1577	MG995097.1	1373737472
Mycobacterium tuberculosis strain UKR72 RpoB	1577	MG995096.1	1373737470
Mycobacterium tuberculosis strain UKR70 RpoB	1577	MG995095.1	1373737468
Mycobacterium tuberculosis strain UKR69 RpoB	1577	MG995094.1	1373737466
Mycobacterium tuberculosis strain UKR68 RpoB	1577	MG995093.1	1373737464
Mycobacterium tuberculosis strain UKR67 RpoB	1577	MG995092.1	1373737462
Mycobacterium tuberculosis strain UKR66 RpoB	1577	MG995091.1	1373737460
Mycobacterium tuberculosis strain UKR65 RpoB	1577	MG995090.1	1373737458
Mycobacterium tuberculosis strain UKR64 RpoB	1577	MG995089.1	1373737456
Mycobacterium tuberculosis strain UKR63 RpoB	1577	MG995088.1	1373737454
Mycobacterium tuberculosis strain UKR62 RpoB	1577	MG995087.1	1373737452
Mycobacterium tuberculosis strain UKR61 RpoB	1577	MG995086.1	1373737450
Mycobacterium tuberculosis strain UKR60 RpoB	1577	MG995085.1	1373737448
Mycobacterium tuberculosis strain UKR59 RpoB	1577	MG995084.1	1373737446
Mycobacterium tuberculosis strain UKR57 RpoB	1577	MG995083.1	1373737444
Mycobacterium tuberculosis strain UKR56 RpoB	1577	MG995082.1	1373737442
Mycobacterium tuberculosis strain UKR55 RpoB	1577	MG995081.1	1373737440
Mycobacterium tuberculosis strain UKR54 RpoB	1577	MG995080.1	1373737438
Mycobacterium tuberculosis strain UKR53 RpoB	1577	MG995079.1	1373737436
Mycobacterium tuberculosis strain UKR52 RpoB	1577	MG995078.1	1373737434
Mycobacterium tuberculosis strain UKR51 RpoB	1577	MG995077.1	1373737432
Mycobacterium tuberculosis strain UKR50 RpoB	1577	MG995076.1	1373737430
Mycobacterium tuberculosis strain UKR49 RpoB	1577	MG995075.1	1373737428
Mycobacterium tuberculosis strain UKR48 RpoB	1577	MG995074.1	1373737426
Mycobacterium tuberculosis strain UKR47 RpoB	1577	MG995073.1	1373737424
Mycobacterium tuberculosis strain UKR46 RpoB	1577	MG995072.1	1373737422
Mycobacterium tuberculosis strain UKR45 RpoB	1577	MG995071.1	1373737420
Mycobacterium tuberculosis strain UKR44 RpoB	1577	MG995070.1	1373737418
Mycobacterium tuberculosis strain UKR43 RpoB	1577	MG995069.1	1373737416
Mycobacterium tuberculosis strain UKR42 RpoB	1577	MG995068.1	1373737414
Mycobacterium tuberculosis strain UKR41 RpoB	1577	MG995067.1	1373737412
Mycobacterium tuberculosis strain UKR40 RpoB	1577	MG995066.1	1373737410
Mycobacterium tuberculosis strain UKR39 RpoB	1577	MG995065.1	1373737408
Mycobacterium tuberculosis strain UKR38 RpoB	1577	MG995064.1	1373737406
Mycobacterium tuberculosis strain UKR36 RpoB	1577	MG995063.1	1373737404
Mycobacterium tuberculosis strain UKR35 RpoB	1577	MG995062.1	1373737402
Mycobacterium tuberculosis strain UKR34 RpoB	1577	MG995061.1	1373737400
Mycobacterium tuberculosis strain UKR33 RpoB	1577	MG995060.1	1373737398
Mycobacterium tuberculosis strain UKR32 RpoB	1577	MG995059.1	1373737396
Mycobacterium tuberculosis strain UKR31 RpoB	1577	MG995058.1	1373737394
Mycobacterium tuberculosis strain UKR28 RpoB	1577	MG995057.1	1373737392
Mycobacterium tuberculosis strain UKR27 RpoB	1577	MG995056.1	1373737390
Mycobacterium tuberculosis strain UKR26 RpoB	1577	MG995055.1	1373737388
Mycobacterium tuberculosis strain UKR25 RpoB	1577	MG995054.1	1373737386
Mycobacterium tuberculosis strain UKR24 RpoB	1577	MG995053.1	1373737384
Mycobacterium tuberculosis strain UKR23 RpoB	1577	MG995052.1	1373737382
Mycobacterium tuberculosis strain UKR22 RpoB	1577	MG995051.1	1373737380
Mycobacterium tuberculosis strain UKR21 RpoB	1577	MG995050.1	1373737378
Mycobacterium tuberculosis strain UKR20 RpoB	1577	MG995049.1	1373737376
Mycobacterium tuberculosis strain UKR19 RpoB	1577	MG995048.1	1373737374
Mycobacterium tuberculosis strain UKR16 RpoB	1577	MG995047.1	1373737372
Mycobacterium tuberculosis strain UKR6 RpoB	1577	MG995046.1	1373737370
Mycobacterium tuberculosis strain UKR5 RpoB	1577	MG995045.1	1373737368
Mycobacterium tuberculosis strain UKR 4	1577	MG995044.1	1373737366
Mycobacterium tuberculosis strain UKR3 RpoB	1577	MG995043.1	1373737364
Mycobacterium tuberculosis strain UKR2 RpoB	1577	MG995042.1	1373737362
Mycobacterium tuberculosis strain UKR1 RpoB	1577	MG995041.1	1373737360
Mycobacterium avium complex strain 68257	711	EF584433.1	157851001
Mycobacterium avium complex strain 27497	711	EF584432.1	157850999
Mycobacterium sp. strain Mbekweni RNA	710	MG833733.1	1347830048
Mycobacterium sp. strain Pan2s1 RNA	710	MG833732.1	1347830046
Mycobacterium sp. strain Komani RNA	710	MG833731.1	1347830044
Mycobacterium abscessus subsp. bolletii strain	3516	KX906903.1	1207206778
Mycobacterium abscessus subsp. bolletii strain	3516	KX906902.1	1207206776
Mycobacterium abscessus subsp. bolletii strain	711	KX906901.1	1207206774
Mycobacterium abscessus subsp. bolletii strain	711	KX906900.1	1207206772
Mycobacterium abscessus subsp. bolletii strain	711	KX906899.1	1207206770
Mycobacterium sp. 8WA6 RNA polymerase	719	KT592292.1	987390686
Mycobacterium chelonae ATCC:14472 RpoB (rpoB)	683	EU591505.1	183579282
Mycobacterium intracellulare ATCC:13950 RpoB (rpoB)	684	EU591497.1	183579266
Mycobacterium abscessus subsp. bolletii strain	661	KU861855.1	1071348032
Mycobacterium abscessus subsp. bolletii strain	661	KU861852.1	1071348026
Mycobacterium neoaurum strain ATCC 23072	638	FJ172338.1	207691928
Mycobacterium neoaurum strain ATCC 25801	638	FJ172336.1	207690924
Mycobacterium neoaurum strain ATCC 25796	638	FJ172334.1	207690920
Mycobacterium sp. B10-07.09.0206 RNA polymerase	711	HQ174247.1	327553821
Mycobacterium phocaicum strain CIP 108542	711	EU254722.1	161015974
Mycobacterium avium subsp. hominissuis strain	711	EF521911.1	157004970
Mycobacterium intracellulare strain ATCC 15985	711	EF521909.1	157004966
Mycobacterium chimaera strain DSM 446232	711	EF521908.1	157004964
Mycobacterium avium subsp. paratuberculosis strain	711	EF521906.1	157004960
Mycobacterium salmoniphilum strain NCIMB13533 RNA	680	EF536970.1	154278270
Mycobacterium noviomagense strain NLA000500338 RNA	744	HQ141570.1	319998246
Mycobacterium sp. AR-07 RNA polymerase	612	HM011213.1	295814745
Mycobacterium neoaurum strain AR-24 RNA	612	HM011212.1	295814743
Mycobacterium neoaurum strain AR-03 RNA	612	HM011211.1	295814741
Mycobacterium neoaurum strain AR-02 RNA	612	HM011210.1	295814739
Mycobacterium neoaurum strain AR-06 RNA	612	HM011209.1	295814737
Mycobacterium neoaurum strain AR-10 RNA	612	HM011208.1	295814735
Mycobacterium neoaurum strain AR-12 RNA	612	HM011207.1	295814733
Mycobacterium neoaurum strain AR-15 RNA	612	HM011206.1	295814731
Mycobacterium neoaurum strain AR-16 RNA	612	HM011205.1	295814729
Mycobacterium neoaurum strain AR-09 RNA	612	HM011204.1	295814727
Mycobacterium neoaurum strain AR-14 RNA	612	HM011203.1	295814725
Mycobacterium neoaurum strain AR-05 RNA	612	HM011202.1	295814723
Mycobacterium neoaurum strain AR-11 RNA	612	HM011201.1	295814721
Mycobacterium neoaurum strain AR-18 RNA	612	HM011200.1	295814719
Mycobacterium neoaurum strain AR-22 RNA	612	HM011199.1	295814717
Mycobacterium neoaurum strain AR-21 RNA	612	HM011198.1	295814715
Mycobacterium neoaurum strain MO-1156 RNA	612	HM011197.1	295814713
Mycobacterium neoaurum strain MO-891 RNA	612	HM011196.1	295814711
Mycobacterium neoaurum strain MO-1934 RNA	612	HM011195.1	295814709
Mycobacterium neoaurum strain MO-1351 RNA	612	HM011194.1	295814707
Mycobacterium neoaurum strain MO-2225 RNA	612	HM011193.1	295814705
Mycobacterium neoaurum strain AR-20 RNA	612	HM011192.1	295814703
Mycobacterium neoaurum strain MO-2933 RNA	612	HM011191.1	295814701
Mycobacterium neoaurum strain MO-2921 RNA	612	HM011190.1	295814699
Mycobacterium neoaurum strain MO-2765 RNA	612	HM011189.1	295814697
Mycobacterium neoaurum strain MO-696 RNA	612	HM011188.1	295814695
Mycobacterium neoaurum strain MO-1302 RNA	612	HM011187.1	295814693
Mycobacterium neoaurum strain MO-1110 RNA	612	HM011186.1	295814691
Mycobacterium neoaurum strain AS-544 RNA	612	HM011185.1	295814689
Mycobacterium neoaurum strain MO-2442 RNA	612	HM011184.1	295814687
Mycobacterium neoaurum strain MO-2432 RNA	612	HM011183.1	295814685
Mycobacterium neoaurum strain MO-2123 RNA	612	HM011182.1	295814683
Mycobacterium neoaurum strain MO-2117 RNA	612	HM011181.1	295814681
Mycobacterium neoaurum strain MO-2441 RNA	612	HM011180.1	295814679
Mycobacterium neoaurum strain MO-2355 RNA	612	HM011179.1	295814677
Mycobacterium paraffinicum strain 07-768 RpoB	745	GQ153303.1	243010737
Mycobacterium paraffinicum strain 07-697 RpoB	745	GQ153302.1	243010735
Mycobacterium paraffinicum strain 07-603 RpoB	745	GQ153301.1	243010733
Mycobacterium paraffinicum strain 07-509 RpoB	745	GQ153300.1	243010731
Mycobacterium paraffinicum strain 06-839 RpoB	745	GQ153299.1	243010729
Mycobacterium sp. P54 RNA polymerase	711	GQ178075.1	241897476
Mycobacterium massiliense strain CRM 273	702	FJ859894.1	226934693
Mycobacterium massiliense strain CRM 270	697	FJ859893.1	226934691
Mycobacterium massiliense strain P53 RNA	681	FJ859892.1	226934689
Mycobacterium massiliense strain MG3-6 RNA	711	FJ859889.1	226934683
Mycobacterium massiliense strain 28279 RNA	637	FJ859888.1	226934681
Mycobacterium massiliense strain 28957 RNA	673	FJ859886.1	226934677
Mycobacterium massiliense strain 28803 RNA	698	FJ859884.1	226934673
Mycobacterium riyadhense strain NLA000201958 RNA	744	FJ786256.1	225348571
Mycobacterium abscessus subsp. bolletii strain	706	KU362980.1	1041580954
Mycobacterium asiaticum strain IP1080001 RNA	710	KT168291.1	927278147
Mycobacterium szulgai strain DSM 44166	693	KT168290.1	927278145
Mycobacterium sp. 27486-12 RNA polymerase	719	KP840557.1	976929828
Mycobacterium sp. HNP-1 RNA polymerase	752	KT284833.1	917548000
Mycobacterium sp. FI-07156 RNA polymerase	710	KJ957807.1	684133017
Mycobacterium sherrisii strain ATCC BAA-823	746	KJ920345.1	681956685
Mycobacterium paraense strain FI-10043 RNA	720	HM807440.2	612400765
Mycobacterium sp. FI-13364 RNA polymerase	720	KJ586589.1	612176427
Mycobacterium sp. FI-13344 RNA polymerase	720	KJ586586.1	612176423
Mycobacterium abscessus subsp. bolletii strain	712	HM807431.1	315435617
Mycobacterium alvei strain CIP103464 RNA	712	HM807430.1	315435615
Mycobacterium abscessus subsp. bolletii strain	711	HM807428.1	315435611
Mycobacterium tusciae strain CIP10667 RNA	712	HM807420.1	315435595
Mycobacterium massiliense strain AFP-000136 RNA	661	JX294402.1	404551280
Mycobacterium genavense strain FI-06288 RNA	711	HM022216.1	295815632
Mycobacterium triplex strain FI-09330 RNA	711	HM022214.1	295815628
Mycobacterium abscessus subsp. bolletii strain	3369	KF360857.1	523585813
Mycobacterium bolletii strain P52 RNA	704	FJ859891.1	226934687
Mycobacterium bolletii strain P51 RNA	664	FJ859890.1	226934685
Mycobacterium bolletii strain 30672 RNA	666	FJ859887.1	226934679
Mycobacterium bolletii strain 28285 RNA	664	FJ859883.1	226934671
Mycobacterium bolletii strain FI-08168 RNA	719	FJ418068.1	213876748
Mycobacterium bolletii strain FI-08134 RNA	725	FJ418063.1	213876746
Mycobacterium tilburgii strain Labmicta-92405_1 RNA	740	HM069330.1	298162153
Method for analyzing mutation in	1860	DD147823.1	92838255
Mycobacterium kansasii strain 2193.11 DNA-directed	3531	KY952787.1	1335031404
Mycobacterium kansasii strain H1 DNA-directed	3531	KY934274.1	1335031347
Mycobacterium kansasii strain 10791.10 DNA-directed	3540	KY934273.1	1335031345
Mycobacterium kansasii strain K14 DNA-directed	3531	KY933086.1	1335031339
Mycobacterium kansasii strain K4 DNA-directed	3516	KY933085.1	1335031337
Mycobacterium kansasii strain 1010001493 DNA-directed	3516	KY933084.1	1335031335
Mycobacterium kansasii strain 1010001458 DNA-directed	3516	KY933083.1	1335031333
Mycobacterium kansasii strain 1010001468 DNA-directed	3531	KY933082.1	1335031331
Mycobacterium kansasii strain 1010001469 DNA-directed	3528	KY933081.1	1335031329
Mycobacterium kansasii strain H2 DNA-directed	3531	KY933080.1	1335031327
UNVERIFIED: Mycobacterium tuberculosis isolate MMG-MDSC1	570	MG189522.1	1331351417
Mycobacterium tuberculosis strain 381 RpoB	1673	MF145302.1	1331397278
Mycobacterium tuberculosis strain 49 RpoB	1673	MF145301.1	1331397276
Mycobacterium tuberculosis strain 408 RpoB	1673	MF145300.1	1331397274
Mycobacterium tuberculosis strain 345 RpoB	1673	MF145299.1	1331397272
Mycobacterium tuberculosis strain 323 RpoB	1673	MF145298.1	1331397270
Mycobacterium tuberculosis strain 202 RpoB	1673	MF145297.1	1331397268
Mycobacterium tuberculosis strain 37 RpoB	1673	MF145296.1	1331397266
Mycobacterium tuberculosis strain 36 RpoB	1673	MF145295.1	1331397264
Mycobacterium tuberculosis strain 16 RpoB	1673	MF145294.1	1331397262
Mycobacterium shigaense rpoB gene for	692	LC272088.1	1206250298
Mycobacterium sp. 'ratisbonense' partial rpoB	711	LT718451.1	1162561411
Mycobacterium sp. NAZ190054 RNA polymerase	715	KU948044.1	1023535570
Mycobacterium pinnipedii RNA polymerase beta	720	EU287435.2	198448643
Mycobacterium triviale strain IP140330001 RNA	695	EU999025.1	197944876
Mycobacterium setense strain 74023791 RpoB	684	EU371509.1	189187660
Mycobacterium nonchromogenicum strain ATCC 19530	733	JN881351.1	371534687
Mycobacterium lentiflavum strain ATCC 51985	729	JN881350.1	371534685
Mycobacterium xenopi strain ATCC 19972	726	JN881349.1	371534683
Mycobacterium szulgai strain ATCC 29716	735	JN881348.1	371534681
Mycobacterium tuberculosis strain pk_P_3-3 RNA	649	JN315356.1	359754754
Mycobacterium tuberculosis strain pk_P_3-2 RNA	649	JN315355.1	359754752
Mycobacterium tuberculosis strain pk_P_3-1 RNA	652	JN315354.1	359754750
Mycobacterium vaccae strain ATCC 15483	754	JF923624.1	352963810
Mycobacterium microti strain ATCC 11152	747	JF923623.1	352963808
Mycobacterium africanum strain ATCC 25420	748	JF923622.1	352963806
Mycobacterium parascrofulaceum strain E180 RNA	664	EU341971.1	164472696
Mycobacterium jacuzzii RpoB (rpoB) gene,	738	DQ137416.1	78172769
Mycobacterium mucogenicum strain D3 RpoB	714	DQ068743.1	71148462
Mycobacterium mucogenicum strain Coh RpoB	714	DQ068742.1	71148460
Mycobacterium septicum strain D13 RpoB	723	AY772165.1	60218855
Mycobacterium sp. NLA000302110 RNA polymerase	738	HQ127228.1	319919236
Mycobacterium conceptionense strain M137 RNA	713	HM536982.1	311901491
Mycobacterium sp. NLA001000736 RNA polymerase	736	HM627012.1	311324411
Mycobacterium novocastrense strain HNTM1 RNA	682	HM807281.1	310877315
Mycobacterium setense strain HNTM46 RNA	676	HQ229607.1	308367813
Mycobacterium tuberculosis strain PSGMYBL 01	559	HM345980.1	307148851
Mycobacterium parascrofulaceum strain M79 RNA	754	HM229796.1	299013528
Mycobacterium elephantis strain M202 RNA	704	HM229788.1	299013524
Mycobacterium tuberculosis isolate ZY086 DNA-directed	513	GQ250581.1	253756998
Mycobacterium tuberculosis isolate ZY078 DNA-directed	513	GQ250580.1	253756996
Mycobacterium sherrisii strain FI-94099 RNA	732	GQ166762.1	239925563
Mycobacterium wolinskyi clone CRM-0267 DNA-directed	697	FJ531483.1	219958091
Mycobacterium kansasii isolate 95A2695 RNA	705	AF060367.1	3133492
Mycobacterium xenopi strain ATCC19250 RNA	705	AF060365.1	3133488
Mycobacterium chelonae strain ATCC35752 RNA	652	AF060364.1	3133486
Mycobacterium gordonae isolate ATCC4-0 RNA	705	AF060362.1	3133482
Mycobacterium gordonae strain ATCC14470 RNA	705	AF060361.1	3133480
Mycobacterium intracellulare isolate ATCC5-0 RNA	705	AF060360.1	3133478
Mycobacterium kansasii isolate ATCC6-0 RNA	705	AF060358.1	3133474
Mycobacterium scrofulaceum isolate ATCC7-0 RNA	705	AF060356.1	3133470
Mycobacterium scrofulaceum strain ATCC19981 RNA	705	AF060355.1	3133468
Mycobacterium tuberculosis RNA polymerase beta-subunit	705	AF060353.1	3133464
Mycobacterium kansasii isolate 95A5375 RNA	705	AF060352.1	3133462
Mycobacterium avium isolate 60272 RNA	705	AF060351.1	3133460
Mycobacterium chelonae isolate 95A0477 RNA	647	AF060350.1	3133458
Mycobacterium gordonae isolate 60068 RNA	703	AF060349.1	3133456
Mycobacterium gordonae isolate 60182 RNA	703	AF060348.1	3133454
Mycobacterium gordonae isolate 60283 RNA	705	AF060347.1	3133452
Mycobacterium chelonae isolate 95A2611 RNA	643	AF060346.1	3133450
Mycobacterium chelonae isolate 95A0779 RNA	705	AF060345.1	3133448
Mycobacterium chelonae isolate 95A8881 RNA	652	AF060344.1	3133446
Mycobacterium intracellulare isolate 95-1778 RNA	705	AF060343.1	3133444
Mycobacterium intracellulare isolate 95-1780 RNA	705	AF060342.1	3133442
Mycobacterium kansasii isolate 95A10299 RNA	705	AF060341.1	3133440
Mycobacterium intracellulare isolate 95-1781 RNA	705	AF060340.1	3133438
Mycobacterium intracellulare isolate 95-1782 RNA	705	AF060339.1	3133436
Mycobacterium intracellulare isolate 95-1790 RNA	705	AF060338.1	3133434
Mycobacterium intracellulare isolate 95-1794 RNA	705	AF060337.1	3133432
Mycobacterium intracellulare isolate 95-1796 RNA	705	AF060336.1	3133430
Mycobacterium intracellulare isolate 95-1777 RNA	705	AF060335.1	3133428
Mycobacterium intracellulare isolate 95-1779 RNA	705	AF060334.1	3133426
Mycobacterium avium isolate 95-1764 RNA	705	AF060331.1	3133420
Mycobacterium kansasii isolate 96A0020 RNA	705	AF060330.1	3133418
Mycobacterium avium isolate 95-1766 RNA	705	AF060329.1	3133416
Mycobacterium avium isolate 95-1768 RNA	705	AF060328.1	3133414
Mycobacterium avium isolate 95-1770 RNA	705	AF060327.1	3133412
Mycobacterium avium isolate 95-1775 RNA	705	AF060326.1	3133410
Mycobacterium avium isolate 95-1776 RNA	705	AF060325.1	3133408
Mycobacterium xenopi isolate 95A4990 RNA	705	AF060323.1	3133404
Mycobacterium xenopi isolate 95A5208 RNA	705	AF060322.1	3133402
Mycobacterium xenopi isolate 95A5399 RNA	705	AF060321.1	3133400
Mycobacterium kansasii isolate 95A3977 RNA	705	AF060320.1	3133398
Mycobacterium xenopi isolate 95A3938 RNA	705	AF060319.1	3133396
Mycobacterium xenopi isolate 95A6762 RNA	705	AF060318.1	3133394
Mycobacterium xenopi isolate 95A0933 RNA	705	AF060317.1	3133392
Mycobacterium xenopi isolate 95A4320 RNA	705	AF060316.1	3133390
Mycobacterium xenopi isolate 95A3478 RNA	705	AF060315.1	3133388
Mycobacterium xenopi isolate 95A2997 RNA	705	AF060314.1	3133386
Mycobacterium xenopi isolate 95A8383 RNA	705	AF060313.1	3133384
Mycobacterium xenopi isolate 95A4319 RNA	705	AF060312.1	3133382
Mycobacterium avium isolate 95-1765 RNA	705	AF060311.1	3133380
Mycobacterium avium isolate 95-1769 RNA	705	AF060310.1	3133378
Mycobacterium fortuitum isolate 60305 RNA	705	AF060309.1	3133376
Mycobacterium fortuitum isolate 60435 RNA	705	AF060308.1	3133374
Mycobacterium fortuitum isolate 60447 RNA	705	AF060307.1	3133372
Mycobacterium kansasii isolate 60163 RNA	705	AF060306.1	3133370
Mycobacterium kansasii isolate 60180 RNA	705	AF060305.1	3133368
Mycobacterium kansasii isolate 60207 RNA	705	AF060304.1	3133366
Mycobacterium kansasii isolate 60294 RNA	705	AF060303.1	3133364
Mycobacterium kansasii isolate 60308 RNA	705	AF060302.1	3133362
Mycobacterium kansasii isolate 60314 RNA	705	AF060301.1	3133360
Mycobacterium avium isolate M64 RNA	705	AF060300.1	3133358
Mycobacterium avium isolate M65 RNA	705	AF060299.1	3133356
Mycobacterium avium isolate M67 RNA	705	AF060297.1	3133352
Mycobacterium xenopi isolate M68 RNA	705	AF060296.1	3133350
Mycobacterium avium isolate M69 RNA	626	AF060295.1	3133348
Mycobacterium kansasii isolate 95A2694 RNA	705	AF060294.1	3133346
Mycobacterium avium isolate M71 RNA	705	AF060293.1	3133344
Mycobacterium gordonae isolate 92-942 RNA	705	AF060291.1	3133340
Mycobacterium gordonae isolate 93-692 RNA	705	AF060290.1	3133338
Mycobacterium gordonae isolate 94-94 RNA	705	AF060289.1	3133336
Mycobacterium gordonae isolate 93-1231 RNA	705	AF060288.1	3133334
Mycobacterium gordonae isolate 93-463 RNA	705	AF060287.1	3133332
Mycobacterium gordonae isolate 92-1219 RNA	705	AF060286.1	3133330
Mycobacterium gordonae isolate 91-1131 RNA	705	AF060285.1	3133328
Mycobacterium gordonae isolate 91-1478 RNA	705	AF060284.1	3133326
Mycobacterium gordonae isolate 92-642 RNA	705	AF060283.1	3133324
Mycobacterium gordonae isolate 93-1180 RNA	705	AF060282.1	3133322
Mycobacterium xenopi isolate M89 RNA	705	AF060281.1	3133320
Mycobacterium gordonae isolate DB RNA	705	AF060280.1	3133318
Mycobacterium avium isolate M91 RNA	705	AF060279.1	3133316
Mycobacterium phocaicum RpoB (rpoB) gene,	711	EF202188.1	144954313
Mycobacterium tuberculosis isolate 3036 DNA-directed	780	DQ985228.1	115606120
Mycobacterium tuberculosis isolate 73 DNA-directed	780	DQ985227.1	115606118
Mycobacterium tuberculosis isolate 2469 DNA-directed	780	DQ985226.1	115606116
Mycobacterium tuberculosis isolate 10 DNA-directed	780	DQ985225.1	115606114
Mycobacterium tuberculosis isolate 2 DNA-directed	780	DQ985224.1	115606112
Mycobacterium tuberculosis isolate 2937 DNA-directed	780	DQ985223.1	115606110
Mycobacterium tuberculosis isolate 1 DNA-directed	780	DQ985222.1	115606108
Mycobacterium tuberculosis isolate 1599 DNA-directed	780	DQ985221.1	115606106
Mycobacterium tuberculosis isolate 30 DNA-directed	780	DQ985220.1	115606104
Mycobacterium tuberculosis isolate 7 DNA-directed	780	DQ985219.1	115606102
Mycobacterium tuberculosis isolate 273 DNA-directed	780	DQ985218.1	115606100
Mycobacterium tuberculosis isolate 23 DNA-directed	780	DQ985217.1	115606098
Mycobacterium tuberculosis isolate 159 DNA-directed	780	DQ985216.1	115606096
Mycobacterium tuberculosis isolate 252 DNA-directed	780	DQ985215.1	115606094
Mycobacterium tuberculosis isolate 15 DNA-directed	780	DQ985214.1	115606092
Mycobacterium tuberculosis isolate 1760 DNA-directed	780	DQ985213.1	115606090
Mycobacterium tuberculosis isolate 1168 DNA-directed	780	DQ985212.1	115606088
Mycobacterium tuberculosis isolate 646 DNA-directed	780	DQ985211.1	115606086
Mycobacterium tuberculosis isolate 396 DNA-directed	780	DQ985210.1	115606084
Mycobacterium tuberculosis isolate 12 DNA-directed	780	DQ985209.1	115606082
Mycobacterium tuberculosis isolate 1577 DNA-directed	780	DQ985208.1	115606080
Mycobacterium tuberculosis isolate 574 DNA-directed	780	DQ985207.1	115606078
Mycobacterium tuberculosis isolate 385 DNA-directed	780	DQ985206.1	115606076
Mycobacterium tuberculosis isolate 321 DNA-directed	780	DQ985205.1	115606074
Mycobacterium tuberculosis isolate 282 DNA-directed	780	DQ985204.1	115606072
Mycobacterium tuberculosis isolate 225 DNA-directed	780	DQ985203.1	115606070
Mycobacterium tuberculosis isolate 223 DNA-directed	780	DQ985202.1	115606068
Mycobacterium tuberculosis isolate 216 DNA-directed	780	DQ985201.1	115606066
Mycobacterium tuberculosis isolate 131 DNA-directed	780	DQ985200.1	115606064
Mycobacterium tuberculosis isolate 123 DNA-directed	780	DQ985199.1	115606062
Mycobacterium tuberculosis isolate 24 DNA-directed	780	DQ985198.1	115606060
Mycobacterium tuberculosis isolate 5 DNA-directed	780	DQ985197.1	115606058
Mycobacterium haemophilum strain SD RNA	695	DQ851569.1	113871076
Mycobacterium colombiense strain Laussat RpoB	718	KU351672.1	1031418466
Mycobacterium alsense strain BF431DRS RNA	719	KT168288.1	927278141
Mycobacterium monacense strain L152Z&Z DNA-directed	750	KU361327.1	1003003271
Mycobacterium timonense strain NTMZ&Z1 RNA	732	KJ364653.1	612487418
Mycobacterium chelonae strain EPM 24990	711	KT779782.1	1000907975
Mycobacterium chelonae strain DMIP001 RNA	711	KT779781.1	1000907973
Mycobacterium intracellulare RpoB (rpoB) gene,	717	KR856203.1	968195281
Mycobacterium hippocampi partial rpoB gene	714	FR775976.1	320202798
Mycobacterium yongonense strain NTM 359	706	KT149384.1	951592648
Mycobacterium yongonense strain NTM 211	706	KT149383.1	951592646
Mycobacterium abscessus subsp. abscessus strain	727	KT185557.1	938485691
Mycobacterium abscessus subsp. abscessus strain	726	KT185556.1	938485689
Mycobacterium abscessus subsp. bolletii strain	727	KT185555.1	938485687
